Business Name,Category,Full Address,City,Postal Code,Latitude,Longitude,Website URL,Phone Number
Camping de la Venise Verte,Camping,,,,46.3155783,-0.6100678,https://www.camping-laveniseverte.fr,+33549359036
Palavas Camping,Camping,,,,43.5187759,3.9088698,https://www.palavas-camping.fr/,+33430051764
Aire de camping-car de Fontenay-le-Comte,Aire,,,,46.4618325,-0.8051259,https://en.fontenay-vendee-tourisme.com/offers/aire-de-camping-car-de-fontenay-le-comte-fontenay-le-comte-en-3121130/,
Camping La Capricieuse,Camping,,,,49.3182843,-0.3593438,https://www.yellohvillage-lacapricieuse.com,+33231973443
Mer et Vacances,Camping,,,,49.3210815,-0.3636228,https://www.meretvacances.fr,
Camping des Chevrets,Camping,,,,48.6899289,-1.9448416,https://www.campingdeschevrets.fr/,
Camping Les Myrtilles,Camping,Chemin des Bas Rupts,Gérardmer,88400,48.0476773,6.8679316,https://lesmyrtilles.pagesperso-orange.fr/,+33329632138
Aire Municipale De Camping-Car de Laissac,Aire,,,,44.3848533,2.8206698,https://www.tourisme-aveyron.com/fr/diffusio/activites/aire-municipale-de-camping-car-de-laissac-laissac-severac-l-eglise_TFO024487533260,
Aire camping-car Chaudes Aigues,Aire,,,,44.8489013,3.0032086,,
Les Rives du Lac,Camping,,,,42.6376955,2.9002021,,+33468558351
Camping de la Falaise,Camping,,,,44.5130238,4.3851109,https://www.camping-balazuc.com,+33475377427
Aire de camping-cars de Chapelle-de-Guinchay,Aire,,,,46.2100803,4.7674796,https://lachapelledeguinchay.fr/fr/rb/518481/aire-camping-cars,
Aire Municipale St-Izaire,Aire,,,,43.973442,2.720609,https://www.tourisme-aveyron.com/fr/diffusio/activites/aire-de-camping-cars-municipale-st-izaire_TFO382980372363,
Yelloh! Village Domaine d'Arnauteille,Camping,"Arnauteille, 11250 Montclar, Frankrijk",,,43.1244156,2.2593482,https://www.camping-arnauteille.com/camping-carcassonne-aude-uk/,+33468268453
Aire camping-car Gérardmer,Aire,,,,48.0724044,6.8735782,https://gerardmer.net/details_adherent.php?produit=777000676,
Camping Laborie,Camping,,,,44.4807316,4.378426,https://www.campingdelaborie.com,+33966811837
Camping le Retourtier,Camping,,,,44.5076174,4.3810168,https://www.campingleretourtier.com,+33475377767
Pont de Tain - Lamastre,Aire,,,,44.9875159,4.5787568,https://www.pays-lamastre-tourisme.com/fr/catalogue/activite/tous/aire-de-camping-cars-pont-de-tain-203826/,
Le Moulin de Collonge,Camping,,,,46.6455074,4.6945183,https://www.moulindecollonge.com/,+33385440032
Camping municipal,Camping,,,,47.5833939,5.1834877,https://selongey.fr/tourisme-hebergement-camping/,
Camping de l'Escaut,Camping,,,,50.0381876,3.2016498,,+33327799210
Village Grand Sud,Camping,Route de Limoux,Preixan,11250,43.1571828,2.2941502,https://www.camping-grandsud.com/,+33468268818
Camping de la Bourgnatelle,Camping,Rue de la Bourgnatelle,,,44.916579,1.8352639,https://www.camping-lot-bretenoux.com/,
Camping Le Club Farret,Camping,,,,43.2908894,3.4232279,,
Camping Le Club Farret,Camping,,Vias Plage,34450,43.2920448,3.4204603,https://www.camping-farret.com/,+33467216445
Aloha,Camping,,,,43.2668376,3.3341053,https://www.alohacamping.com/,
Aloha,Camping,,,,43.2675395,3.3357716,https://www.alohacamping.com/,
Camping Paradis Family des Issoux,Camping,Allée de Vals,,,44.6508928,4.3246967,https://www.sud-ardeche-camping.fr/,+33620030941+33427529664
Sagone Resort,Camping,,,,42.130874,8.7027774,http://www.sagoneresort.com,
Camping International,Camping,,,,44.4766588,4.3622531,https://www.camping-international-07.fr,+33631549905+33475396607
Camping du Pont,Camping,225A Route du Cirque de Gens,,,44.4736684,4.3526844,https://www.campingdupontardeche.com/,+33608939930+33475939398
Camping Municipal du Parc Napoléon,Camping,6 Rue du Parc,Thionville,57100,49.3607473,6.1748144,https://www.thionvilletourisme.fr/offres/camping-municipal-du-parc-napoleon-thionville-fr-3332638/,+33382538375
Camping municipal de la Pointe,Camping,La Pointe,,85330,47.0233719,-2.3039679,https://la-pointe.noirmoutier-campings.fr/,+33251391670
Camping de Champ Fossé,Camping,,,,46.656082,2.6883662,https://www.campingstroncais.com/,
Le Méditerranée Plage,Camping,Chemin de la Redoute,Vias,34450,43.2815122,3.371357,https://www.mediterranee-plage.com/,
Camping municipal d’Hennebont,Camping,Quai de Saint-Caradec,Hennebont,56700,47.8076166,-3.2816169,https://www.hennebont.bzh/decouvrir-hennebont/tourisme/le-camping-municipal/,+33297354915
Camping le Chamadou,Camping,,,,44.5072548,4.4040932,https://www.camping-le-chamadou.com/,+33787643477+33475370056
Mas-Piques,Camping,Rue du Train Jaune,Bourg-Madame,66760,42.4398348,1.9439363,https://www.campingmaspiques.com/,+33612331258
Camping Le Segre,Camping,8 Avenue Emmanuel Brousse,,66760,42.4348458,1.9456018,http://www.bourg-madame.fr/camping-le-segre/,+33468046587
Camping À l'ombre des Sycomores,Camping,,,,44.6590839,4.3141536,https://camping-ombredessycomores.com,+33475380235
Camping Les Pins,Camping,,,,44.6220924,4.3679106,,
Camping communal,Camping,,,,45.1530584,2.6203183,,+33471695128
Camping communal,Camping,,,,45.1586759,2.7076418,http://www.leclaux-puymary.com/index.php/gites-puy-mary-cantal-auvergne/camping/#page-content,
La Civelle,Camping,15 Rue des Biches,Capbreton,40130,43.6302491,-1.4350273,https://www.campinglacivelle.fr,+33558721511
Camping Le Petit Booth,Camping,79 bis Rue Nationale,L'Île-d'Elle,85770,46.3353157,-0.9437932,https://lepetitbooth.com/,+33251520067
Camping du Val de l'Eyre,Camping,8 Route du Minoy,,,44.5450685,-0.8728716,https://www.campingduvaldeleyre.fr,+33556884703
Ferme des Tuileries,Camping,,,,48.3204514,7.6967597,https://www.fermedestuileries.com,+33388746045
La Coquille,Camping,1534 Route de Carmignan,,,44.1755146,4.635592,https://campinglacoquille.com/,+33680012609
Village Nature Cottages,Camping,Route de Montaiguillon,,,48.6302933,3.4867101,,+33170004809
Aire de camping-cars Lachamp-Raphaël,Aire,,,,44.810682,4.2886438,https://en.ardeche-guide.com/accommodation/camping-sites/motorhomes-welcomed/aire-de-service-camping-car-859276,
Camping de l'Écluse,Camping,,,,45.9124207,4.8127238,https://www.campingdelecluse.com/,+33478980632
Vignes d'Or,Camping,,,,43.2590263,3.2746766,https://www.vignesdor.com/,
Aire Montcuq en Quercy Blanc,Aire,9 Avenue de Saint-Jean,Montcuq,46800,44.3402066,1.2015251,https://www.campingcarpark.com/fr_FR/sejour/aire-etape-camping-car/occitanie/46-lot/montcuq-en-quercy-blanc,
Camping *** Les Casteillets,Camping,5 Chemin de l'Ille,,,42.5090787,2.7833825,https://www.campinglescasteillets.com/,+33468832683
Le Choisel,Camping,,,,48.9068178,3.1536931,https://www.campingduchoisel.com/,
4 Vents,Camping,22 Rue de Beauregard,Crèvecœur-en-Brie,77610,48.7516378,2.895644,https://www.caravaning-4vents.fr/,+33164074111
Le Champion Camping,Camping,,,,45.8775913,0.1835498,https://www.mansle.fr/hebergement-et-restauration,+33545203141
Camping L'Île d'Offard,Camping,Rue de Verden,Saumur,49400,47.2587271,-0.0626059,https://www.saumur-camping.com/,+33241403000
Camping municipal de l'Ill,Camping,,,,47.7329317,7.323316,https://www.camping-mulhouse.com,+33389426476
Camping Domaine La Garenne,Camping,156 Chemin de Chablezin,,,45.2015735,4.9559013,https://www.domaine-la-garenne.com/,+33475686226
Camping à la ferme Maia,Camping,1247 Route de Jouanon,Bias,40170,44.1353391,-1.2347806,http://cmaia.free.fr/,
Aire de la Guérinière,Aire,,,,46.9652837,-2.2149632,https://www.ile-noirmoutier.com/en/accommodation/motorhome-parks#la-gueriniere-camper-area,
Camping Le Moulin De Pisseloup,Camping,,,,48.7273403,3.1497351,,+33164046480
Ty Nadan,Camping,,,,47.9044248,-3.4744122,http://www.tynadan-vacances.fr/,
Aire Naturelle Municipale,Camping,,,,47.081459,6.1847193,,
Camping Huttopia Lac de Sillé,Camping,,,,48.2040797,-0.1259591,,+33243201612
Aire Mery-sur-Seine,Aire,Rue de Grèves,Méry-sur-Seine,10170,48.5103934,3.8841677,https://www.campingcarpark.com/fr_FR/sejour/camping/grand-est/10-aube/mery-sur-seine,
Aire Ruoms,Aire,,,,44.4519532,4.3364328,https://www.campingcarpark.com/fr_FR/sejour/camping/auvergne-rhone-alpes/07-ardeche/ruoms,
Haut Dick,Camping,30 Chemin du Grand Bas Pays,Carentan Les Marais,50500,49.3101714,-1.2371213,https://www.camping-lehautdick.com/,+33233421689
Le Marais,Camping,,,,49.0525557,-1.5923206,https://www.agoncoutainville.fr/p/les-campings-municipaux-le-martinet-et-le-marais/,+33233470520
Le Martinet,Camping,,,,49.0505074,-1.5921424,https://www.agoncoutainville.fr/p/les-campings-municipaux-le-martinet-et-le-marais/,+33233470520
Camping du port Caroline,Camping,Rue du Pont Caroline,,,47.4424844,-0.4073834,https://www.campingduportcaroline.fr/,+33241804218
La Pérame,Camping,,,,48.6958549,-1.4736095,http://www.wix.com/campinglaperame/home#!,
La Vallée de la Sélune,Camping,7 Rue du Maréchal Leclerc,Pontaubault,50220,48.6294029,-1.3537294,http://www.campselune.com,+33233603900
Camping La Tête Noire,Camping,,,,46.8939141,1.4166161,http://www.camping-latetenoire.fr/,+33254841727
Heliomonde,Camping,Route de la Petite Beauce,Saint-Chéron,91530,48.5447092,2.1441514,https://www.heliomonde.fr/,+33164566137
Club Gymnique de France,Camping,18 rue  du bois d'Auteuil,Villecresnes,94440,48.7177318,2.5429325,https://www.cgf-nat.com,+33145698484
Camping du Merle,Camping,,,,47.1360708,3.4935366,,
Camping municipal de Saint-Jean le Thomas,Camping,,,,48.7251914,-1.5247197,https://m.saintjeanlethomas.com/Camping-municipal-de-Saint-Jean-le-Thomas-_a192.html,+33233488402
Club Naturiste Air et Soleil,Camping,1 Sentier des Bois de Monts Frais,Franconville,95130,48.9750249,2.2336998,https://www.airetsoleil95.com,+33782207182
Camping naturiste La Chiappa,Camping,Route de Palombaggia,Porto Vecchio,20137,41.5923065,9.3606169,https://www.chiappa.com,+33495700031
Aire d'accueil Camping-Cars (Jarnages),Aire,,,,46.1841358,2.0810259,https://www.tourisme-creuse.com/en/offers/aire-daccueil-camping-cars-jarnages-en-2647831/,
Bois des Sources,Camping,,,,45.4324755,4.8008081,,
Camping municipal Le Sillon,Camping,,,,47.8506706,-4.1622185,http://www.ile-tudy.fr/fr/information/94806/campings,+33298564339
Camping des Vailhès,Camping,Baie des Vailhès Lac du Salagou,Lodève,34700,43.6699316,3.356816,,+33484310099
Unnamed Camping 154499879,Camping,,,,44.4631384,2.129156,,
base de loisirs du Tarn et Garonne,Camping,23 Avenue du Plan d'Eau,,82210,44.0840412,1.0282598,https://www.tourisme-tarnetgaronne.fr/offres/camping-de-la-base-de-loisirs-du-tarn-et-de-la-garonne-saint-nicolas-de-la-grave-fr-2532810/,+33563955000
Camping Municipal du Cap Griz Nez,Camping,,,,50.868071,1.5907394,http://audinghen-capgrisnez.fr/camping-municipaux/camping-gris-nez/,
La Durance,Camping,495 Avenue Boscodomini,Cavaillon,84300,43.8216573,5.0396107,https://www.camping-durance.com/,+33490711178
Camping La Clairière,Camping,,,,45.771274,-1.1664801,https://www.camping-la-clairiere.com/,+33546363663
Les Marmottes,Aire,,,,44.9343463,6.7354305,https://montgenevre.com/prestataire/aire-de-camping-car-les-marmottes-5875107/,+33492215252
Cap Ganguise,Camping,,,,43.3144238,1.8036039,https://cap-ganguise.fr/,+33661108658
Provence Vallée,Camping,Avenue de la Repasse,Manosque,04100,43.8299962,5.7620452,https://provence-vallee.fr/,+33492722808
Les Clairettes,Camping,,,,43.5468349,3.4174819,https://campinglesclairettes.fr,+33467250131
Camping municipal La Bedisse,Camping,,,,45.0137995,2.670042,https://www.campinglabedisse.com/,
Espace Camping-Car Georges Aubert,Aire,,,,44.0827901,6.2214898,,
Les Hespérides,Camping,,,,48.5018261,2.1912117,https://leshesperides.org/,+33160803249
mayenne Nature,Camping,,,,48.0715419,-0.5889201,https://www.mayenne-nature.org/,+33780223453
Le Verseau,Camping,,,,43.750767,5.8809377,https://www.camping-le-verseau.com/,+33492776710
Parc de la Fontaine,Camping,,,,48.5889997,2.109844,https://www.parc-fontaine.fr/,+33164589272
La Coulumière,Camping,,,,45.7640576,-1.1531749,https://www.lacoulumiere.fr/,+33546360224
Erdeven - Aire de Kerhillio,Aire,Boulevard de l'Atlantique,Erdeven,56410,47.6146411,-3.1590323,http://www.erdeven.fr/fr/information/108252/aire-campings-cars,+33297556462
Camping municipal de Kerhillio,Camping,,,,47.6117285,-3.1620807,http://www.erdeven.fr/fr/information/72395/camping-municipal,+33297556923
Camping Les Rochers des Parcs,Camping,,,,48.9138416,-0.4745965,https://www.camping-normandie-clecy.eu,+33231697036
Camping municipal Les Cascades,Camping,Place du Château,Mortain-Bocage,50140,48.6488681,-0.9459089,https://www.normandie-tourisme.fr/camping/camping-municipal-les-cascades/,+33233793030
Le Saillet,Camping,,,,43.1309134,-0.2075997,,
Camping Saint-Louis,Camping,,,,43.5900311,6.940539,https://www.campingsaintlouis.com/,
Unnamed Camping 156257229,Camping,,,,48.7567386,-1.5153416,,
Camping Les Tendières,Camping,Rue des Tendières,,,48.545366,-1.7578082,http://campinglestendieres.com,+33299481468
Aire camping car du Barnafret,Aire,,Savines-le-Lac,,44.5249661,6.4009666,https://www.aireparkreservation.com/aires-camping-cars/provence-alpes-cote-azur/hautes-alpes/savines-le-lac-serre-poncon,
Le Pavillon,Camping,,,,46.6050912,-1.6687435,,
Camping de la Porte d'Arroux,Camping,,,,46.9644751,4.2924289,https://www.campingautun.fr/,
"Camping municipal Nature, Lac et Forêt",Camping,,,,43.9694576,1.5978915,,
Aire CAMPING-CAR PARK d'Hirel,Aire,,,,48.6078472,-1.8202114,https://www.campingcarpark.com/fr_FR/sejour/aire-etape-camping-car/bretagne/35-ille-et-vilaine/hirel,
Camping municipal des Ondes,Camping,18 Rue du Bord de Mer,Saint-Benoît-des-Ondes,35114,48.6191401,-1.8490712,,+33299586521
Aire de camping-car du Havre,Aire,74 Rue Andreï Sakharov,Le Havre,76610,49.504588,0.1717205,https://www.lehavre.fr/annuaire/aire-de-camping-cars,
Camping du lac de Saint Point,Camping,Lac de Saint Point Lamartine,,71520,46.3378782,4.610669,https://campingdulacbourgogne.com/,+33607607011
Unnamed Camping 157023015,Camping,,,,45.7591015,-1.1736929,,
Aire de Carolles,Aire,,,,48.7593776,-1.5703343,,
Camping Municipal de Carole,Camping,3 Chemin de Carolle,Bedous,64490,42.9977621,-0.6045942,https://www.pyrenees-bearnaises.com/offres/camping-municipal-de-carolle-bedous-fr-2193473/,
Camping la Vallée du Doux,Camping,,,,45.0308734,4.6709901,https://www.camping-valleedudoux.fr/,+33475087183
Camping Le Bout du Monde,Camping,2 Chemin de Rhodes,Verdun en Lauragais,11400,43.37701,2.076955,https://www.yellohvillage-leboutdumonde.com/,
Camping La Porte d'Autan,Camping,,,,43.3611973,2.1599568,,+33468763608+33630766221
Camping des Gravelets,Camping,,,,48.9938329,-1.5295233,,
Les Jonquets,Camping,20 Avenue de la Brequette,Montmartin-sur-Mer,50590,48.9794501,-1.5517397,,
"Camping Municipal ""Les Garennes""",Camping,,,,48.9794045,-1.5601752,,
Camping municipal du Pouech,Camping,,,,42.8876652,1.3450481,,+33561049522
Les Auches,Camping,,,,44.6248149,6.2119501,https://www.lesauches.com/,
Camping du Sud,Camping,,,,48.9708063,-1.5559191,,
Camping aux Grands Espaces,Camping,36 Rue du Camping,Saint-Germain-sur-Ay,,49.2380338,-1.6382975,https://www.auxgrandsespaces.com/,
Les Logis de l’Oumois,Camping,5 L'Oumois,,,46.9982643,-0.7576645,https://www.logisdeloumois.com/,
Camping municipal,Camping,,,,48.8521218,-0.557353,,
Unnamed Aire 157841631,Aire,,,,47.0411111,-1.6432956,,
Les Mimosas,Camping,,,,43.5895855,6.9218727,https://www.campinglesmimosas.fr/,+33493423611
Les Mimosas,Camping,,,,43.2918157,3.3747773,https://www.mimosas.com/,+33467909292
Jean Pérès,Camping,,,,43.2841492,3.3758482,,
Cosy camping,Camping,,,,44.8161784,3.2716171,,+33642104904
Atlantic Club Montalivet,Camping,,,,45.3490544,-1.1498443,https://www.tohapi.fr/aquitaine/camping-atlantic-club-montalivet.php,+33499572121
CHM Montalivet,Camping,46 Avenue de l'Europe,Vendays-Montalivet,33930,45.3622866,-1.1508684,https://www.chm-montalivet.com/,+33556737373
Camping Médoc-Plage,Camping,,,,45.3704149,-1.1388822,https://www.campeole.com/camping/gironde/medoc-plage-vendays-montalivet,+33556093345
Camping 3 étoiles Le Soleil d'Or - Montalivet,Camping,,,,45.3817015,-1.1571668,https://www.campinglesoleildor.com/,+33556093137
Camping Douve,Camping,,,,50.7811811,2.743428,https://www.camping.be/fr/camping/camping-douve,+3257444546
"Aire Vendays-Montalivet, Océan",Aire,,,,45.3754756,-1.1570521,https://www.campingcarpark.com/fr_FR/sejour/aire-etape-camping-car/nouvelle-aquitaine/33-gironde/vendays-montalivet-ocean,
Le Crin Blanc,Camping,Hameau de Saliers,Arles,13123,43.6597579,4.4739185,https://www.campingcrinblanc.com/,+33466874878
Camping Les Eychecadous,Camping,,,,43.1373859,1.4439996,https://www.campingartigat.com/,+33567445165
Camping des Oiseaux,Camping,,,,50.2532195,1.6668831,https://www.campingbaiesomme.com/,
Camping municipal de l'Hippodrome,Camping,Allée du Québec,Sablé-sur-Sarthe,72300,47.8305882,-0.3305521,https://camping.sablesursarthe.fr/,+33243954261
Le Simon de Verthier,Camping,322 Route Simon de Verthier,Verthier,74210,45.7851634,6.232772,"https://www.sources-lac-annecy.com/sejourner/ou-dormir/campings/158945-1395,camping-simon-de-verthier.html",+33450443657
Aire de camping-car Villeneuve-les-Maguelone,Aire,,,,43.5287988,3.8689322,https://www.villeneuvelesmaguelone.fr/mon-quotidien/accueil-camping-cars/,+33638816686
Aire de Camping Car Petit Bourg,Aire,,,,46.8685975,-1.006711,https://www.vendee-tourisme.com/aires-de-camping-car-en-vendee/aire-de-camping-car-petit-bourg/les-herbiers/accampdl085v50e0b5,
Aire Camping-Car Précigné,Aire,,,,47.7686755,-0.3273548,https://www.campingcarpark.com/fr_FR/sejour/aire-etape-camping-car/pays-de-la-loire/72-sarthe/precigne,
Le Parc du Gué,Camping,12 Route de Montigny,La Genevraye,77690,48.3325144,2.7533621,http://camping-parcdugue.com/,+33164458779
Camping le Lanfonnet,Camping,946 Route d'Angon,Talloires,74290,45.8276357,6.2206987,http://www.camping-lanfonnet.com/,+33450607212
Camping Central,Camping,,,,43.2498096,3.2892022,,
Camping de l'Ardèche - Vallon Pont d'Arc,Camping,100 Chemin de la Plage,,,44.3966722,4.3844298,https://www.campingdelardeche-vallonpontdarc.com/,+33475880473
Villeneuve,Aire,,,,43.8958879,5.8617155,https://www.tourisme-alpes-haute-provence.com/hebergement/villeneuve/apidae-aire-de-service-et-stationnement-camping-car-de-villeneuve-4853965/,
Le Vialaret,Camping,,,,44.0287939,3.2974127,,
Aire camping-car Tardets-Sorholus,Aire,,,,43.1175473,-0.8628777,https://www.tourisme64.com/en/accommodations/camping-car-parks/tardets-sorholus/ACCAMAQU064V5B3H3N-aire-de-stationnement-de-camping-cars/,
camping riva bella corse,Camping,,,,42.1596409,9.5499714,https://www.naturisme-rivabella.com/,+33495388606
Camping Au Tour de l'Aveyron,Camping,,L'Hospitalet-du-Larzac,12230,43.9681787,3.2021073,https://www.camping-larzac.com/,+33565627053
Camping Mazet Plage,Camping,,,,44.3964611,4.2011374,https://www.camping-mazet-plage.com/,+33475393256
Belvédère de L'Obiou,Camping,,,,44.8759607,5.837758,,
Camping d'Aleth,Camping,,,,47.9599472,-2.1516548,,
"Camping municipal ""Les Bords de Besbre""",Camping,Route de Vichy,Dompierre-sur-Besbre,03290,46.5139807,3.6826036,https://camping.mairie-dsb.fr/,+33470345557
Le Saint-Michelet,Camping,Route de Frigoulet,,,44.222307,4.4625584,,
Aire communale Vaucouleurs - Place du Moulin,Aire,,,,48.6018957,5.6670962,,
ferme Michel,Camping,,,,48.8056134,7.53641,,
Camping des Favards,Camping,1335 Route d'Orange,Violès,84150,44.1608104,4.9365076,https://www.camping-favards.com/,+33490709093
Le Lac,Camping,,Matemale,66210,42.582471,2.1076977,https://www.camping-lac-matemale.com/,+33468309449
Le Clos Marot,Camping,Route du Marault,Piriac-sur-Mer,44420,47.3757531,-2.4938047,https://www.anca-piriac.com/,+33240235920
La Pinède,Camping,89 route de Keryargon,Belz,56550,47.6549108,-3.135156,https://www.cnbs56.com/,+33297556155
Le Clapotis,Camping,2000 Chemin de Prade,LA PALME,11480,42.958719,2.9966387,https://www.leclapotis.com/,+33533092092
Terre de Soleil,Camping,Domaine Saint-Jean des Sources,Pinet,34850,43.4028887,3.5350445,https://naturisme-terredesoleil.fr/,+33608478516
Camping Municipal De Mâcon,Camping,1 Rue des Grandes Varennes,Mâcon,71000,46.3297517,4.8450338,https://www.campingmacon.com,
La Clapière,Camping,Avenue du Lac,Embrun,05200,44.5518841,6.4767917,https://www.camping-embrun-clapiere.com/,+33492430183
Mas des Mourgues,Camping,Route de Saint-Gilles,Vauvert,30600,43.6543956,4.2968108,https://masdemourgues.fr,+33466733088
Soleil d'Oc,Camping,,,,43.1449174,3.1408445,https://www.soleildoc.fr/,+33468498621
U Casone,Camping,,,,41.9989295,9.4376261,https://www.ucasone.net/,
La Guérinière,Camping,,,,48.7492213,-1.5570008,,
Aux Rives du Lac,Camping,,,,48.3032401,4.3374113,https://www.campingauxrivesdulac.com/,+33325412436
Bellevue en Camargue,Camping,Chemin des Sarcelles,Aimargues,30470,43.6807647,4.2148702,https://bellevue-en-camargue.com,+33466886375
Camping municipal Le Ouern,Camping,,,,48.8145055,-3.0542895,https://www.ploubazlanec.bzh,+33296558036
Aire de camping-cars de Créon,Aire,62 Boulevard Victor Hugo,Créon,33670,44.776598,-0.3481294,https://www.entredeuxmers.com/offre/aire-de-camping-cars-de-cr%C3%A9on/,
Le Banel,Camping,,,,49.6698138,5.2191255,https://www.dubanel.com/,+33324271589
Le Petit Rocher,Camping,,,,46.4049071,-1.5063384,,
Camping l'Orée des Caps,Camping,,,,50.7798536,1.9559447,https://www.camping-lecanchy.com/fr/,
Domaine La Chaumière Gîtes & Camping,Camping,2404 Route du Lac,Xonrupt-Longemer,88400,48.068677,6.9486014,http://lachaumiere-location.com,+33329631330+33681448104
Camping Du Lac,Camping,,,,48.0628113,6.9573366,,
Bellevue,Camping,Route du Lac,Xonrupt-Longemer,88400,48.071077,6.9460582,,+33329631330
Camping municipal Epernay,Camping,97 Alleé Magnum,,,49.0592542,3.9497149,,+33326553214
Camping municipal de Poulfoën,Camping,Lieu Dit Poulfoën,Plouescat,29430,48.6880738,-4.1683694,https://www.mairie-plouescat.fr/camping-municipal-de-poulfoen,+33298696013
Belle Rivière,Camping,Route des perrières,,,47.2500975,-1.4527257,https://www.camping-belleriviere.com/,+33240258581
La Grange de Monteilhac,Camping,,,,44.3654655,2.8519213,,+33565702100
Aire Des Quatre Vents Gruissan Port,Aire,,,,43.1035397,3.0992289,https://www.gruissan-mediterranee.com/aire-camping-car-gruissan/aire-de-services-pour-camping-cars-aire-des-quatre-vents/,
Domaine de la Vitarelle,Camping,,,,43.3573468,2.3207799,https://www.domainedelavitarelle.com/,
Camping municipal des Trois Châteaux,Camping,,,,48.1988123,7.3021032,https://www.ribeauville.fr/fr/camping-des-trois-chateaux.html,
La Belle Étoile,Camping,64 B Quai du Maréchal Joffre,,77000,48.5253611,2.6680576,https://www.campinglabelleetoile.com/,+33164394812
Camping Paradis La Pointe de Roscoff,Camping,Allée des Chênes Verts,Roscoff,29680,48.7143442,-4.0105628,https://camping-lapointederoscoff.fr/,+33298697086
Comps les Fades,Camping,,,,45.9404172,2.7991592,,
Unnamed Camping 163247942,Camping,,,,47.8315157,-3.7584419,,
Le vieux Berger,Camping,,,,43.1049575,-0.0326541,,
Camping Municipal Ézy-sur-Eure,Camping,,,,48.8626589,1.4419633,,
Camping de la Ville Huchet,Camping,,,,48.6155198,-1.9892901,,
Camping Le Ptit Bois,Camping,,,,48.61082,-1.9867998,https://www.ptitbois.com/,+33299211430
Camping Municipal de Cerbère Cap Peyrefite,Camping,,,,42.4555208,3.1640903,https://www.campingpeyrefite.fr,+33468884117
Aire de camping-cars Saint-Valery-en-Caux,Aire,,,,49.8723568,0.7088496,https://www.normandie-tourisme.fr/aires-camping-cars/aire-de-stationnement-et-de-service-de-saint-valery-en-caux/,
Aire camping-car de Saint Avertin,Camping,,Saint-Avertin,,47.3708862,0.7243202,,+33247278747
Camping municipal Sabatin,Camping,,,,46.0241953,4.3189203,,+33474640529
Unnamed Camping 163736100,Camping,,,,51.0342434,2.5684284,,
Unnamed Camping 163738866,Camping,,,,51.0221179,2.5729202,,
Camping Port d'Alon,Camping,1647 Route de Port d'Alon,,,43.1519928,5.7152519,https://www.saintcyrsurmer.com/hotellerie-plein-air/camping-du-port-dalon-saint-cyr-sur-mer/,+33494265646
Camping les Platanes,Camping,,,,44.4569099,4.2773558,https://www.campinglesplatanesardeche.com/,+33475395231
Camping municipal Le Savoy,Camping,Avenue du Parc,Challes-les-Eaux,73190,45.5526308,5.9837301,https://www.family-camping-le-savoy.com/,+33988667780
Camping Paradis Océan Vacances,Camping,,,,45.5832441,-0.9770748,https://www.oceanvacances.com/,
Domaine de l’Écluse,Camping,,,,44.2890721,5.1911305,,
La Sapinière,Aire,Grand-Rue,Caylus,15800,45.015758,2.6628458,https://www.auvergne-destination.com/fiches/la-sapiniere-aire-de-camping-car/,
Terre Ferme,Camping,,,,46.4589036,5.2577586,,
Terre Ferme,Aire,,,,46.4595059,5.2575011,https://www.campingterreferme.com/,
Camping Les Platanes,Camping,3600 Route de la Charve,,,44.4577148,4.2790585,https://www.campinglesplatanesardeche.com/,
"Camping du Val de Saône, Thoissey",Camping,Le Port,Thoissey,01140,46.1644576,4.7956299,https://www.campingdethoissey.fr/,+33474692222
Aire de Toronne,Aire,,,,44.3687517,4.7970576,https://www.dromeprovencale.fr/camping/aire-camping-cars-privee-de-toronne/,
Camping municipal Saint-Etienne,Camping,,,,48.1092187,-1.1969186,https://www.vitre.bzh/camping-municipal,+33299752528+33612335861
L'Étang des Haizes,Camping,,,,49.3016789,-1.5449761,https://www.campingetangdeshaizes.com/,+33233460116
La Belle Etoile,Camping,,,,49.1041855,-1.6060747,https://www.campingbelleetoile.com/,
Camping Belle-Rive,Camping,2 Route de Chinon,Candes-Saint-Martin,37500,47.2078856,0.0808996,https://www.camping-candes.fr/,+33247974603
La Foulerie,Camping,,,,49.1063133,-1.4650055,,
Camping du Vallespir,Camping,,,,42.4671844,2.6509743,https://www.campingvallespir.com/,+33468399000
Camping de la Chapelle,Camping,,,,42.9931991,-0.0939712,,
Camping La Commanderie,Camping,6 Chemin de l'Église,Rustiques,11800,43.2151352,2.4695545,https://www.campinglacommanderie.com,+33625283580
Camping municipal,Camping,,,,46.8112635,6.3024511,https://www.camping-saintpointlac.fr/,+33381696164
Camping Moto Route 99,Camping,,,,46.0667227,2.9441425,https://www.campingmotoroute99.com/,+33473979255
Camping La Ville Mauny,Camping,,,,48.6177947,-2.0753807,,
Camping municipal Vic'Nature,Camping,,,,44.9805899,2.6303556,https://vicnature.wordpress.com,+33471475104
Le Champaloux,Camping,13 Rue Ambroise Roy,Lods,25930,47.0466136,6.237148,https://camping-lechampaloux-lods.fr/,+33381609011
Caravaning de la Fée,Camping,6 Chemin de la Gare,Verdelot,77510,48.8710068,3.3607239,,+33164048019
Le Renom,Camping,,,,46.2224431,4.9867684,https://www.camping-renom.com/,+33474500275
Camping municipal Les Adoubes,Camping,,,,45.6800909,6.3963893,,
